address,rssi
aterm-a188b6-a,-94
Buffalo-G-A6E8,-93
30AAE4F2481A-2G,-93
Galaxy_5GMW_0145,-91
Buffalo-A-8D88,-91
PS4-068BA6B1B560,-91
cong chua^^,-90
30AAE4F2481A-5G,-90
A0957FD34E29-5G,-90
aterm-a188b6-g,-89
aterm-fc6db3-a,-89
Buffalo-24A0-WPA3,-88
ZEUSWiFi_3TU4XQ9L,-88
elecom-s-319ed8,-88
aterm-0ed314-a,-88
elecom-319ed85G,-87
A0957FD34E29-2G,-85
elecom2g-503c09,-85
aterm-61c919-g,-84
elecom-s-319ed8,-83
elecom-319ed8,-82
Buffalo-G-67EE,-82
aterm-7b9be3-a,-78
aterm-7b9be3-g,-77
aterm-75d65d-a,-77
Buffalo-G-8D88,-76
aterm-fc6db3-g,-74
aterm-0ed314-g,-69
aterm-75d65d-a,-61
aterm-b81467-g,-60
aterm-ab3547-g,-56
aterm-a8d743-a,-48
aterm-b81467-a,-64
aterm-a8d743-a,-56
aterm-ab3547-a,-54
