address,rssi
AIT_8-605,-92
Buffalo-24A0-WPA3,-92
elecom-319ed85G,-92
Buffalo-G-FD80,-91
elecom-s-319ed8,-91
aterm-0de71f-g,-90
Buffalo-A-8D88,-90
PS4-068BA6B1B560,-90
Buffalo-A-67EE,-89
IODATA-e15db8-2G,-89
aterm-fc6db3-a,-89
A0957FD34E29-2G,-88
Buffalo-24A0,-88
A0957FD34E29-5G,-88
aterm-d13295-g,-87
aterm-0ed314-a,-87
aterm-e5dc44-g,-86
aterm-7b9be3-a,-85
aterm-888ad9-a,-84
elecom-s-319ed8,-84
Buffalo-G-67EE,-83
elecom-319ed8,-82
aterm-61c919-g,-79
aterm-75d65d-a,-74
aterm-0ed314-g,-74
aterm-7b9be3-g,-73
aterm-b81467-a,-71
aterm-fc6db3-g,-69
aterm-b81467-g,-65
aterm-75d65d-a,-60
aterm-ab3547-g,-52
aterm-a8d743-a,-51
aterm-ab3547-a,-59
aterm-a8d743-a,-59
