address,rssi
Buffalo-24A0-WPA3,-92
Buffalo-G-FD80,-92
Buffalo-A-8D88,-92
elecom-s-319ed8,-92
elecom-319ed85G,-91
30AAE4F2481A-5G,-90
A0957FD34E29-5G,-90
cong chua^^,-89
aterm-4d5546-a,-89
Galaxy_5GMW_0145,-89
Buffalo-24A0,-88
PS4-068BA6B1B560,-88
aterm-888ad9-a,-86
aterm-8347ee-g,-86
aterm-0ed314-a,-86
aterm-fc6db3-a,-84
elecom-s-319ed8,-83
elecom-319ed8,-83
aterm-61c919-g,-82
aterm-7b9be3-a,-81
Buffalo-G-67EE,-80
aterm-75d65d-a,-78
Buffalo-G-8D88,-78
aterm-0ed314-g,-74
aterm-fc6db3-g,-71
aterm-b81467-g,-67
aterm-75d65d-a,-59
aterm-ab3547-g,-52
aterm-a8d743-a,-51
aterm-b81467-a,-65
aterm-a8d743-a,-57
aterm-ab3547-a,-55
