address,rssi
Buffalo-24A0-WPA3,-92
elecom-319ed85G,-92
Buffalo-G-FD80,-91
elecom-s-319ed8,-91
Buffalo-A-67EE,-90
Buffalo-A-8D88,-90
A0957FD34E29-5G,-90
IODATA-e15db8-2G,-89
cong chua^^,-89
Galaxy_5GMW_0145,-89
Buffalo-24A0,-88
PS4-068BA6B1B560,-88
aterm-e5dc44-g,-86
aterm-0ed314-a,-86
Buffalo-G-67EE,-85
aterm-fc6db3-a,-85
aterm-888ad9-a,-84
elecom-s-319ed8,-84
aterm-61c919-g,-83
aterm-7b9be3-a,-81
elecom-319ed8,-77
aterm-75d65d-a,-74
aterm-0ed314-g,-74
aterm-7b9be3-g,-73
aterm-fc6db3-g,-71
aterm-b81467-a,-71
aterm-b81467-g,-67
aterm-75d65d-a,-59
aterm-ab3547-g,-52
aterm-a8d743-a,-51
aterm-ab3547-a,-59
aterm-a8d743-a,-58
