address,rssi
001D73B7D6BE,-75.0
0E31FF87-7C6A-6774-BD32-89E2FA07D3FC,-50.535714285714285
133B6BAC-71E4-A0D3-1FFC-297A6A1F931D,-100.0
22D84D29-2087-E230-B8D3-DC6E82854658,-100.0
27468ADD-84CF-0255-8547-361B5EE913BE,-92.9639175257732
2CD15243-8BE4-6324-B885-F951C285DDEA,-86.05714285714286
30AAE4F2481A-2G,-73.82352941176471
30AAE4F2481A-5G,-87.75
37010E9E-F409-BD38-BB80-25DED18C337F,-87.59183673469387
39791212-25B2-5BC8-F526-ECE2D8B1148A,-90.02
3C02F158-11C4-DCE0-AC4C-3B0BA3D2EA99,-97.52380952380952
3F79DA03-83F5-D5EB-3B34-8790B43B434B,-74.224
44E3DFA7-5FE3-DE2F-4241-0C8AE87D3082,-89.04878048780488
470BCD0E-4128-C60A-A81D-998F97C53329,-81.0
483E5EB5F92F-5G,-93.0
49329973-CB15-E82E-136B-115A31E60D9B,-91.93548387096774
4A946EE8-775A-CCB5-D763-F596BC15CC2D,-88.8786610878661
59516892-912C-6C57-34D9-F503BDAB3FDE,-94.0
59782CB2-6A46-CE51-65B4-5CDF2144CEA9,-59.27272727272727
5990741A-A469-283A-5C7A-0EBEF30A79AA,-92.0
5C6199C69A08-2G,-71.0
5C6199C69A08-5G,-86.45
6885A47A3A0F-5G,-91.0
720B6596-231A-1B53-A935-ED7DAECFB869,-91.0
798349BA-4632-68F1-0715-0F25751114B2,-97.0
7D1D648C-8CED-928B-3483-B164419E75B2,-51.82
86D328E4-98D2-2DBA-DE86-44DA257413B4,-89.97777777777777
895A7C4A-BEB4-7221-0D0A-FD56F387E8C0,-85.61764705882354
8A03D8BF-4071-0989-A89B-9EC903118FCC,-98.95238095238095
8B0757CA-7C49-4A67-7753-66710F61EF3C,-94.4836956521739
92AF4717-4233-E9E7-9C72-D1498CCAF59F,-98.0
A0957FD34E29-2G,-75.15
A0957FD34E29-5G,-75.95
AIT_8-605,-89.0
B248519B-544D-D1D5-50EA-BED13A95368C,-91.83333333333333
Buffalo-24A0,-82.08333333333333
Buffalo-24A0-WPA3,-82.42857142857143
Buffalo-A-2F50,-89.0
Buffalo-A-67EE,-76.25
Buffalo-A-7A28,-91.66666666666667
Buffalo-A-8118,-90.0
Buffalo-A-8D88,-85.35
Buffalo-A-A6E8,-83.45
Buffalo-G-67EE,-69.5
Buffalo-G-8D88,-66.94736842105263
Buffalo-G-A6E8,-73.27272727272727
C01D5D27-9998-2ED0-FEC0-28CDFF16F67E,-88.33898305084746
C94927D1-9174-D4AD-65DD-9D6C37851E54,-46.21212121212121
D2B7DD69-AA95-867D-5DDE-CB331A7707BB,-102.0
D8998FF2-1695-9FED-DA34-491490307821,-90.875
DC78BAEF-2A01-D434-DD00-89569557AECA,-91.8
DCDA39CA-2E25-83D9-5885-A890676304B9,-95.94871794871794
E1BEC981-F150-F7B4-9462-855BE34E0B7F,-41.69879518072289
E45057C9-15EE-6CA2-8D4B-9EB93B2C712F,-70.22641509433963
E7C93495-61BC-7993-4371-79AD602FEBCD,-91.0
E7D1AA37-516D-24E0-B911-40363039EF1F,-89.0
E869610E-7C9C-F70A-814A-632A8B6A5296,-99.55555555555556
EE258F7E-891A-235C-29F5-F9E95CC88D30,-52.98473282442748
EFD0E54B-FC69-F404-0C91-8F492412D673,-94.87692307692308
F010DAFD-57E7-66F3-3B23-B12B2D15689C,-47.97826086956522
Galaxy_5GMW_0145,-77.06666666666666
HP-Print-27-Deskjet 3520 series,-75.10526315789474
OPPO Reno5 A,-87.0
PS4-068BA6B1B560,-81.61111111111111
TP-Link_C944,-88.0
ZEUSWiFi_3TU4XQ9L,-76.0
aterm-0de71f-a,-88.55
aterm-0de71f-g,-82.0
aterm-0ed314-a,-80.4
aterm-0ed314-g,-62.666666666666664
aterm-1d2fcf-a,-89.0
aterm-4d5546-a,-79.0
aterm-61c919-a,-76.1
aterm-61c919-g,-56.72222222222222
aterm-75d65d-a,-62.22222222222222
aterm-7b9be3-a,-73.5
aterm-7b9be3-g,-67.16666666666667
aterm-8347ee-g,-78.75
aterm-888ad9-a,-83.0
aterm-a188b6-a,-81.84210526315789
aterm-a188b6-g,-75.4
aterm-a8d743-a,-39.7
aterm-ab3547-a,-46.8
aterm-ab3547-g,-48.89473684210526
aterm-b81467-a,-62.7
aterm-b81467-g,-59.94117647058823
aterm-c700ad-a,-83.41176470588235
aterm-d13295-g,-81.25
aterm-d592e7-a,-83.17647058823529
aterm-d592e7-g,-76.125
aterm-e5dc44-g,-75.5
aterm-f6b548-a,-92.36842105263158
aterm-fa3f7c-a,-88.5
aterm-fc6db3-a,-79.6
aterm-fc6db3-g,-68.83333333333333
e-timer-7e9329,-81.0
elecom-319ed8,-72.35
elecom-319ed85G,-82.45
elecom-s-319ed8,-77.35
elecom2g-503c09,-79.0
elecom2g-7e9329,-76.125
elecom5g-7e9329,-90.0
