address,rssi
aterm-0de71f-a,-90
aterm-f6b548-a,-88
30AAE4F2481A-5G,-87
Buffalo-A-94F0,-86
Buffalo-A-A6E8,-86
Buffalo-A-8D88,-86
aterm-b4694a-g,-85
elecom-s-319ed8,-84
elecom-319ed85G,-84
aterm-0ed314-a,-84
aterm-888ad9-a,-83
PS4-068BA6B1B560,-83
5C6199C69A08-5G,-83
cong chua^^,-81
aterm-a188b6-a,-81
aterm-d592e7-a,-81
Buffalo-A-67EE,-81
Buffalo-24A0-WPA3,-80
Buffalo-24A0,-79
elecom2g-503c09,-78
5C6199C69A08-2G,-78
aterm-fc6db3-a,-78
aterm-61c919-a,-78
ZEUSWiFi_3TU4XQ9L,-77
Buffalo-G-A6E8,-77
aterm-7b9be3-a,-77
30AAE4F2481A-2G,-76
aterm-a188b6-g,-76
A0957FD34E29-5G,-75
Buffalo-G-67EE,-75
HP-Print-27-Deskjet 3520 series,-74
001D73B7D6BE,-74
elecom-s-319ed8,-73
elecom-319ed8,-73
A0957FD34E29-2G,-72
aterm-75d65d-a,-71
Buffalo-G-8D88,-67
aterm-fc6db3-g,-67
aterm-7b9be3-g,-66
aterm-0ed314-g,-64
aterm-61c919-g,-64
aterm-b81467-g,-62
aterm-75d65d-a,-57
aterm-ab3547-g,-52
aterm-a8d743-a,-40
aterm-b81467-a,-62
aterm-ab3547-a,-44
aterm-a8d743-a,-40
