SSID,RSSI
Buffalo-A-7A28,-92
aterm-0de71f-a,-90
aterm-f6b548-a,-89
aterm-4f36dd-a,-88
Buffalo-A-A6E8,-88
30AAE4F2481A-5G,-88
elecom5g-7e9329,-87
aterm-d592e7-a,-86
Buffalo-A-8D88,-86
aterm-8f83f5-g,-83
5C6199C69A08-5G,-83
PS4-068BA6B1B560,-82
Buffalo-G-A6E8,-81
elecom-s-319ed8,-81
elecom-319ed85G,-81
ZEUSWiFi_3TU4XQ9L,-80
Buffalo-24A0-WPA3,-80
Buffalo-A-67EE,-80
30AAE4F2481A-2G,-79
aterm-fc6db3-a,-79
aterm-0ed314-a,-79
5C6199C69A08-2G,-77
aterm-d592e7-g,-76
A0957FD34E29-2G,-76
aterm-61c919-a,-76
aterm-0de71f-g,-75
elecom-319ed8,-75
A0957FD34E29-5G,-75
aterm-7b9be3-a,-74
Galaxy_5GMW_0145,-73
elecom-s-319ed8,-73
001D73B7D6BE,-72
aterm-fc6db3-g,-71
Buffalo-G-67EE,-68
aterm-7b9be3-g,-67
Buffalo-G-8D88,-67
aterm-b81467-g,-62
aterm-61c919-g,-57
aterm-75d65d-a,-56
aterm-ab3547-g,-47
aterm-75d65d-a,-69
aterm-a8d743-a,-36
aterm-ab3547-a,-45
aterm-a8d743-a,-38
