address,rssi
Buffalo-A-7A28,-91
aterm-f6b548-a,-90
aterm-5a47f7-a,-89
aterm-1d2fcf-a,-89
aterm-0de71f-a,-89
30AAE4F2481A-5G,-87
Buffalo-A-8D88,-87
elecom-319ed85G,-86
aterm-c700ad-a,-85
aterm-b4694a-g,-85
Buffalo-A-A6E8,-85
elecom-s-319ed8,-85
PS4-068BA6B1B560,-83
5C6199C69A08-5G,-83
aterm-fc6db3-a,-82
Buffalo-G-A6E8,-80
Buffalo-24A0-WPA3,-80
Buffalo-A-67EE,-80
ZERO(2.4GHz),-79
30AAE4F2481A-2G,-78
aterm-0ed314-a,-78
001D73B7D6BE,-77
HP-Print-27-Deskjet 3520 series,-75
A0957FD34E29-5G,-75
aterm-61c919-a,-75
elecom-319ed8,-74
aterm-7b9be3-a,-73
A0957FD34E29-2G,-68
aterm-fc6db3-g,-68
Buffalo-G-8D88,-67
Buffalo-G-67EE,-66
aterm-0ed314-g,-63
aterm-b81467-g,-63
aterm-61c919-g,-57
elecom-s-319ed8,-56
aterm-75d65d-a,-56
aterm-ab3547-g,-45
aterm-a8d743-a,-39
aterm-75d65d-a,-68
aterm-b81467-a,-63
aterm-ab3547-a,-45
aterm-a8d743-a,-39
