SSID,RSSI
Buffalo-A-7A28,-90
Buffalo-24A0,-90
aterm-0de71f-a,-90
aterm-f6b548-a,-89
30AAE4F2481A-5G,-87
elecom-s-319ed8,-87
elecom-319ed85G,-87
Buffalo-A-94F0,-86
Buffalo-A-A6E8,-86
Buffalo-A-8D88,-86
aterm-0ed314-a,-86
aterm-b4694a-g,-85
5C6199C69A08-5G,-84
Buffalo-24A0-WPA3,-83
aterm-888ad9-a,-83
Buffalo-A-67EE,-82
cong chua^^,-81
aterm-a188b6-a,-81
aterm-d592e7-a,-81
Buffalo-24A0,-79
elecom2g-503c09,-78
aterm-fc6db3-a,-78
aterm-61c919-a,-78
30AAE4F2481A-2G,-76
aterm-a188b6-g,-76
HP-Print-27-Deskjet 3520 series,-76
aterm-7b9be3-a,-76
A0957FD34E29-5G,-75
001D73B7D6BE,-74
A0957FD34E29-2G,-74
elecom-s-319ed8,-72
elecom-319ed8,-72
Buffalo-G-67EE,-72
aterm-75d65d-a,-70
Buffalo-G-8D88,-67
aterm-fc6db3-g,-67
aterm-61c919-g,-66
aterm-7b9be3-g,-66
aterm-b81467-g,-62
aterm-75d65d-a,-56
aterm-ab3547-g,-53
aterm-a8d743-a,-36
aterm-b81467-a,-62
aterm-ab3547-a,-45
aterm-a8d743-a,-40
