SSID,RSSI
aterm-5a47f7-a,-92
Buffalo-A-8118,-91
aterm-f6b548-a,-91
elecom5g-7e9329,-90
aterm-0de71f-a,-88
30AAE4F2481A-5G,-87
Buffalo-A-8D88,-87
aterm-c700ad-a,-86
KOUKI_Wi-Fi,-85
aterm-d592e7-a,-85
Buffalo-A-A6E8,-84
Buffalo-24A0,-83
elecom-s-319ed8,-83
elecom-319ed85G,-82
Buffalo-24A0-WPA3,-81
5C6199C69A08-5G,-81
Buffalo-A-67EE,-81
30AAE4F2481A-2G,-80
PS4-068BA6B1B560,-80
aterm-fc6db3-a,-80
ZEUSWiFi_3TU4XQ9L,-79
cong chua^^,-79
aterm-0ed314-a,-79
Buffalo-G-7A28,-78
aterm-8347ee-g,-78
elecom-319ed8,-77
A0957FD34E29-2G,-77
elecom-s-319ed8,-76
5C6199C69A08-2G,-76
HP-Print-27-Deskjet 3520 series,-76
aterm-61c919-a,-76
001D73B7D6BE,-75
A0957FD34E29-5G,-75
aterm-7b9be3-a,-73
aterm-e5dc44-g,-72
Buffalo-G-67EE,-69
aterm-7b9be3-g,-67
aterm-b81467-g,-59
aterm-75d65d-a,-57
aterm-61c919-g,-54
aterm-ab3547-g,-50
aterm-a8d743-a,-41
aterm-75d65d-a,-68
aterm-b81467-a,-62
aterm-ab3547-a,-45
aterm-a8d743-a,-38
