address,rssi
483E5EB5F92F-5G,-93
aterm-f6b548-a,-93
Buffalo-A-2F50,-89
aterm-0de71f-a,-89
30AAE4F2481A-5G,-89
5C6199C69A08-5G,-87
Buffalo-A-8D88,-85
aterm-c700ad-a,-84
Buffalo-A-A6E8,-84
elecom-s-319ed8,-83
elecom-319ed85G,-83
PS4-068BA6B1B560,-82
aterm-d592e7-a,-82
aterm-d13295-g,-81
aterm-0ed314-a,-80
aterm-fc6db3-a,-80
aterm-4d5546-a,-79
aterm-8347ee-g,-79
aterm-a188b6-a,-79
aterm-a188b6-g,-77
HP-Print-27-Deskjet 3520 series,-77
Buffalo-A-67EE,-77
aterm-61c919-a,-76
aterm-d592e7-g,-75
A0957FD34E29-2G,-75
001D73B7D6BE,-75
A0957FD34E29-5G,-75
aterm-7b9be3-a,-73
Buffalo-G-67EE,-72
elecom-319ed8,-71
aterm-fc6db3-g,-69
Buffalo-G-8D88,-67
elecom-s-319ed8,-65
aterm-b81467-g,-62
aterm-61c919-g,-59
30AAE4F2481A-2G,-58
aterm-a8d743-a,-39
aterm-75d65d-a,-66
aterm-b81467-a,-63
aterm-ab3547-a,-47
aterm-a8d743-a,-38
