address,rssi
aterm-f6b548-a,-92
aterm-0de71f-a,-90
aterm-fa3f7c-a,-88
5C6199C69A08-5G,-88
30AAE4F2481A-5G,-87
Buffalo-A-8D88,-85
Buffalo-24A0,-84
aterm-c700ad-a,-84
Buffalo-24A0-WPA3,-83
Buffalo-A-A6E8,-83
aterm-d592e7-a,-82
aterm-a188b6-a,-82
aterm-d13295-g,-82
PS4-068BA6B1B560,-82
aterm-4d5546-a,-81
aterm-0ed314-a,-81
elecom-s-319ed8,-81
elecom-319ed85G,-81
aterm-888ad9-a,-79
aterm-fc6db3-a,-79
aterm-8347ee-g,-78
HP-Print-27-Deskjet 3520 series,-77
30AAE4F2481A-2G,-76
A0957FD34E29-5G,-76
elecom-s-319ed8,-75
elecom-319ed8,-75
aterm-7b9be3-a,-75
Buffalo-A-67EE,-75
aterm-61c919-a,-74
Buffalo-G-A6E8,-72
A0957FD34E29-2G,-71
aterm-7b9be3-g,-69
aterm-fc6db3-g,-69
Buffalo-G-8D88,-67
Buffalo-G-67EE,-66
aterm-0ed314-g,-61
aterm-b81467-g,-59
aterm-75d65d-a,-58
aterm-61c919-g,-55
aterm-ab3547-g,-47
aterm-a8d743-a,-40
aterm-75d65d-a,-67
aterm-b81467-a,-64
aterm-ab3547-a,-46
aterm-a8d743-a,-38
