address,rssi
aterm-f6b548-a,-93
Buffalo-A-7A28,-92
AIT_8-605,-89
aterm-fa3f7c-a,-89
TP-Link_C944,-88
aterm-0de71f-a,-88
30AAE4F2481A-5G,-88
Buffalo-A-8D88,-86
5C6199C69A08-5G,-86
aterm-d592e7-a,-84
PS4-068BA6B1B560,-83
aterm-a188b6-a,-83
Buffalo-A-A6E8,-82
elecom-s-319ed8,-82
elecom-319ed85G,-82
Buffalo-24A0,-81
aterm-0ed314-a,-81
aterm-888ad9-a,-80
elecom2g-7e9329,-80
30AAE4F2481A-2G,-79
aterm-fc6db3-a,-79
aterm-d592e7-g,-78
aterm-8347ee-g,-78
A0957FD34E29-2G,-76
Buffalo-A-67EE,-76
aterm-61c919-a,-76
A0957FD34E29-5G,-75
001D73B7D6BE,-74
Galaxy_5GMW_0145,-73
elecom-319ed8,-73
Buffalo-G-67EE,-73
HP-Print-27-Deskjet 3520 series,-72
elecom-s-319ed8,-72
aterm-7b9be3-a,-72
aterm-7b9be3-g,-71
aterm-fc6db3-g,-69
Buffalo-G-8D88,-67
aterm-61c919-g,-60
aterm-b81467-g,-59
aterm-75d65d-a,-58
aterm-ab3547-g,-49
aterm-a8d743-a,-40
aterm-75d65d-a,-67
aterm-b81467-a,-63
aterm-ab3547-a,-47
aterm-a8d743-a,-38
